run,mean,std_dev,amplitude,nevents
25318,9.39588,2.00365,111.89282,2763
25319,9.44343,1.98137,114.88395,2770
25320,9.40119,1.96204,37.44490,896
25321,9.42436,2.04780,54.91867,1362
25322,9.30410,1.86671,59.78629,1390
25323,9.58143,2.05215,55.48115,1409
25328,9.57398,1.99784,126.09204,3104
25329,9.60567,2.04298,141.49903,3514
25330,9.38797,1.90513,122.41954,2890
25331,9.47346,1.99719,146.00171,3565
25333,9.55950,1.94071,67.45819,1601
25334,9.53944,1.97855,61.82239,1492
25336,9.54553,2.04368,86.21277,2155
25337,9.45211,2.00125,67.96003,1665
25338,9.46246,1.94654,65.47296,1563
25340,9.49390,1.95972,76.12916,1820
25341,9.61785,1.97143,40.05307,965
25342,9.61671,1.99789,58.31648,1421
25343,9.43103,2.03274,65.63249,1637
25344,9.59588,2.04622,111.96148,2801
25345,9.32844,1.92781,66.84283,1589
25356,9.54538,2.01072,260.89423,6433
25357,9.59006,1.98097,258.81304,6280
25358,9.49879,2.00252,238.73263,5846
25359,9.44322,1.97858,143.97579,3504
25360,9.49482,1.98075,146.20712,3565
25363,9.52429,1.96709,342.19733,8276
25364,9.56958,1.99037,406.92286,9942
25365,9.53840,1.96995,207.34452,5005
25366,9.51148,1.98625,103.37670,2509
25368,9.46092,2.00485,106.15290,2616
25370,9.39794,2.17704,9.11683,241
25371,9.46856,1.95964,280.51279,6737
25372,9.46448,1.97284,323.05317,7868
25374,9.45597,1.97327,257.03811,6213
25375,9.50924,2.05318,166.58053,4184
25376,9.46848,1.93215,164.11060,3911
25379,9.55464,1.98431,340.04075,8269
25380,9.47835,1.95514,282.65980,6768
25381,9.44984,2.01691,328.48859,8140
25382,9.53695,1.96813,155.07147,3736
25383,9.42694,1.99661,127.88284,3134
25384,9.49389,2.09656,65.57375,1675
25385,9.40336,1.93980,205.84323,4924
25386,9.46778,1.95996,204.14460,4908
25387,9.45915,1.96053,171.78495,4126
25388,9.50882,2.00531,79.59573,1953
25389,9.37372,1.94357,78.40495,1872
25394,9.53158,1.97419,65.85399,1597
25395,9.46812,1.92628,57.61270,1361
25423,9.38993,2.03150,73.82880,1836
25424,9.52882,1.93848,68.12189,1620
25425,9.52880,2.01256,67.18209,1653
25426,9.42237,2.00653,65.18454,1609
25427,9.49603,1.95035,70.08046,1671
25428,9.46110,2.03314,77.88766,1939
25429,9.44512,1.98995,34.76571,849
25430,9.42068,1.94968,33.30489,799
25432,9.41553,1.88258,37.54253,873
25433,9.25507,1.82144,25.30981,589
25434,9.54858,1.95653,124.95650,3017
25435,9.55953,2.02049,126.24261,3127
25436,9.47789,1.97746,143.16111,3483
25437,9.49345,2.01805,129.03326,3185
25438,9.32598,1.96788,65.17861,1588
25439,9.62892,1.95738,53.96390,1294
25440,9.47275,1.88025,45.24955,1044
25441,9.52212,1.92728,61.17795,1446
25442,9.53866,1.96586,144.40259,3476
25443,9.43464,1.93557,253.58518,6059
25444,9.48124,1.94174,217.41750,5173
25445,9.51132,1.97152,254.01643,6155
25446,9.33457,1.90650,110.25855,2595
25447,9.55228,1.98186,64.72744,1563
25448,9.51209,1.95210,164.20363,3927
25449,9.51260,1.96700,187.92191,4529
25450,9.54383,1.94438,155.34672,3697
25451,9.40098,1.90740,84.61149,1974
25452,9.43174,1.88276,83.28848,1937
25453,9.42659,1.93319,93.37905,2207
25455,7.69475,1.39062,0.31065,6
25457,7.88668,1.00305,1.19736,16
25459,8.86876,1.72109,0.53944,15
25462,0.89600,0.06587,3.12933,3
25463,0.55096,0.00000,1.00000,1
25464,0.77356,6.07134,0.09718,4
25465,8.26083,0.38992,2.14205,14
25466,7.73421,0.88149,0.96872,16
25467,7.93856,2.08659,0.82374,22
25468,8.49912,1.30358,1.16466,24
25469,8.63179,2.57131,0.42928,14
25474,7.15142,3.18254,0.08079,3
25484,9.48263,1.99646,189.03430,4621
25485,9.55802,1.95735,238.72151,5732
25486,9.52097,1.96511,245.66491,5928
25487,9.56753,1.98371,243.69202,5924
25488,9.44069,1.95964,253.75551,6128
25489,9.41867,1.87516,124.03361,2865
25490,9.39415,1.96712,89.58011,2162
25491,9.53415,2.02140,192.79669,4768
25492,9.52937,1.95902,184.50274,4440
25493,9.45571,1.95693,176.16863,4241
25494,9.62549,2.03816,144.74959,3591
25495,9.48484,1.99674,202.39049,4935
25496,9.57044,1.98312,79.66034,1928
25497,9.37829,1.97571,83.92875,2032
25498,9.45921,2.02309,88.62966,2198
25499,9.56903,2.00019,100.26606,2452
25500,9.50771,1.94986,91.48493,2185
25501,9.45687,2.00447,100.83054,2475
25502,9.45899,1.90199,107.27188,2518
25503,9.37289,2.00381,97.79660,2402
25504,9.41852,1.90265,42.26823,1008
